friend,member
484776168,214077654
148901276,477635591
174231923,477635591
187701085,346035626
215130613,346035626
252031166,346035626
196972106,113271866
359127827,113271866
410226453,113271866
473802018,113271866
400425886,372410937
419758514,482879909
476187610,246590475
199007237,234485943
442793617,234485943
446786250,234485943
481155489,234485943
356664654,349852055
259919599,392528816
219452317,236529505
235414588,484360868
10014471,71019686
307498628,71019686
308314958,71019686
336705389,71019686
370928414,71019686
388912745,71019686
406788515,71019686
462221381,71019686
474304379,71019686
416294333,286015637
460608097,286015637
3719680,171351043
94123435,171351043
174147148,461348132
482588393,333767766
195777834,472473237
315835257,472473237
485505430,472473237
485660501,472473237
221836445,484411872
93088794,40506942
268674782,239696130
461160204,239696130
291844111,449530959
239696130,461160204
268674782,461160204
307498628,464890277
381550665,464890277
377169218,160837146
408237153,160837146
437918128,160837146
298024057,378397458
472831105,378397458
158778146,446065697
307110655,446065697
371592467,446065697
499140188,446065697
56377,397687158
298093135,397687158
435174941,397687158
441680931,397687158
478579939,397687158
197289257,410831707
279462449,410831707
303311269,410831707
364192181,410831707
450341409,467515581
214077654,484776168
151251137,317414090
330591271,317414090
45143292,409912121
391825840,436193631
54477802,162186191
262815318,162186191
139054659,237206977
335785752,237206977
465234090,468732945
475663999,466412050
190016489,368254609
308914136,368254609
483590870,343872585
223061855,435679062
443707275,435679062
402776667,383775545
468732945,465234090
157551692,386032142
204972340,386032142
400916516,386032142
411522384,386032142
414000515,386032142
475508377,386032142
466674912,475558838
276826330,377998016
308986156,377998016
10097519,448373308
62528704,444010204
309754060,482197023
27728971,342522002
296244121,342522002
67442012,404714841
325328435,404714841
478579939,481820093
205618155,283955705
260755275,193834877
406934220,193834877
376321228,417907262
172867911,484597691
472473237,195777834
489395000,195777834
493902128,195777834
261207250,140052040
11506567,22282464
140227859,22282464
140052040,261207250
335091860,484586450
201060219,484421858
434027942,484421858
266190077,208354319
291138816,208354319
302285372,208354319
424929058,208354319
304536906,453574054
368453988,453574054
465997506,453574054
296244121,15146107
382797237,132449356
416370663,303689912
269678762,454103746
262923511,95827651
446053259,95827651
48088460,13554153
430236393,13554153
479215580,455230945
34772071,142451101
139328104,142451101
376676085,27698648
91435344,218818785
231143902,218818785
344934398,218818785
333767766,482588393
440981434,482588393
152227222,161623385
116630721,125170866
240345762,125170866
361410341,125170866
431502508,125170866
26788756,455414220
153944205,455414220
182225057,455414220
288584886,455414220
435690054,433265059
245732394,307110655
253912990,307110655
273480656,307110655
280364838,307110655
332010728,307110655
446065697,307110655
449088549,307110655
145219354,4391232
218982992,4391232
392637713,4391232
135736953,347893109
171755292,347893109
281361550,347893109
397137773,347893109
432368233,347893109
466674912,347893109
209117784,435502883
252034338,435502883
369418788,435502883
52901583,32331120
165675827,32331120
181544454,32331120
239527078,32331120
492313644,32331120
229815247,479932987
4391232,145219354
172370557,145219354
227622955,145219354
234362723,145219354
303133142,145219354
399085389,145219354
290690581,452547726
438038389,475920645
317370168,293422147
36329747,477977915
90952329,477977915
211092611,477977915
431499152,477977915
157455724,475178466
159654606,475178466
376758599,475178466
10014471,358628698
307498628,358628698
446202937,358628698
474304379,358628698
15381253,152795058
208868033,272591786
287630791,272591786
372878717,272591786
266323910,462486463
12788899,253515847
15979572,271097437
380288881,459313005
440771887,459313005
51533196,447019959
452442733,479379699
262556,245732394
803064,245732394
253912990,245732394
307110655,245732394
487004087,245732394
215130613,484127879
489509030,484127879
153160377,21510143
292870765,21510143
438843744,21510143
134364092,58681782
248829237,479554760
248735697,484175295
464405633,479594199
158940862,240027729
172078575,212901485
211144088,212901485
145343712,360930114
1858826,483590870
167126404,483590870
343872585,483590870
125170866,116630721
240345762,116630721
431502508,116630721
275365112,113630491
292636676,113630491
305575356,113630491
422296526,113630491
458381914,113630491
470529262,113630491
480790413,113630491
161623385,152227222
197510759,462700555
20299568,405921976
402746879,405921976
461763478,405921976
432622266,447769317
443094639,269649745
188194326,399896719
123459411,62773549
493862010,62773549
256162177,337468167
189041821,16155361
499796,221836445
17866820,221836445
111468212,221836445
112827255,221836445
138080994,221836445
203119823,221836445
242235026,221836445
271753958,221836445
468877828,221836445
484411872,221836445
212901485,211144088
357374320,211144088
29522283,21620183
29666525,21620183
427340596,21620183
439057102,21620183
395746,216939497
288960291,216939497
120449382,481949400
3673014,386334852
303133142,386334852
317896172,386334852
327040454,386334852
340037564,386334852
395749591,386334852
400254341,386334852
409594619,386334852
448547435,386334852
450088391,386334852
476630944,386334852
487783777,386334852
503075348,386334852
343426054,465367995
67215333,276659820
8664262,25596582
171034377,126046287
271836576,775399
231441094,41369349
296914709,476707913
473028580,173870890
4255103,466690002
13764008,466690002
416999691,466690002
441152401,466690002
34231456,228640863
476320666,440105816
481564490,440105816
157250947,213752
477287421,213752
137012301,97809599
259043371,383196361
37027346,396108042
3450498,12738520
319993146,12738520
74044385,260755275
118945809,260755275
193834877,260755275
406934220,260755275
423717660,260755275
156691071,470527751
300718686,470527751
164018270,146427433
209728337,146427433
296729397,370933252
440141372,370933252
466674912,451524061
173870890,473028580
415709459,222514701
478058418,475470812
353631807,133406400
435727808,133406400
451241250,133406400
4670040,497583
339236340,497583
293422147,317370168
366071868,317370168
26788756,135286393
157021383,135286393
191165660,135286393
193015885,135286393
222912204,135286393
224207888,135286393
273535893,135286393
312528332,135286393
355438235,135286393
415149959,135286393
372617755,345066418
344329453,315839191
390530545,315839191
440587542,315839191
459680480,280381340
74948382,196029700
7640173,3719680
94123435,3719680
171351043,3719680
5632840,79959126
463709522,299555924
10014471,381550665
307498628,381550665
462221381,381550665
464890277,381550665
34702164,472469047
363644154,472469047
478058418,472469047
197532993,285978680
419653096,285978680
430675246,285978680
285978680,197532993
430675246,197532993
10014471,482255396
62710883,482255396
128499231,482255396
482698797,482255396
493857334,380500220
291470379,431437362
152159994,464967024
172052243,464967024
420700694,464967024
18848144,482490523
368848477,482490523
379279477,482490523
311799084,471463138
227414974,358978174
230312110,474579245
334927057,474579245
259289902,265202216
249042417,394503586
250978937,462811526
490675132,462811526
202657991,291754229
251752611,462657558
140872511,456115766
442560467,222407344
471338573,392681592
48031274,153361475
132592940,153361475
299942222,471510908
41152381,260470080
156568838,260470080
225672528,260470080
318755496,260470080
340583192,260470080
430809139,260470080
112646749,382177312
322524253,382177312
326561997,426389553
366452967,426389553
408606159,426389553
296785820,482557600
462097961,93057095
332967893,482649675
193559480,96659318
143383948,157004102
190725346,157004102
478058418,157004102
173947629,31228501
323968537,31228501
229299902,276588116
65801785,134308847
139054659,476187610
148262235,476187610
239523111,476187610
246590475,476187610
97412398,380288881
416999691,380288881
456266565,380288881
459313005,380288881
386680210,134964035
8110295,296729397
132292682,296729397
244879023,296729397
370933252,296729397
7283332,10014471
71019686,10014471
167446153,10014471
211028498,10014471
259641868,10014471
293775509,10014471
307498628,10014471
318876502,10014471
325524539,10014471
349509340,10014471
358628698,10014471
381550665,10014471
418897044,10014471
439904716,10014471
462221381,10014471
482255396,10014471
328894618,419721507
386334852,448547435
244357592,121277292
210006026,482702412
384220797,482702412
336705389,440966900
349509340,440966900
474304379,440966900
480041891,133186576
394016017,336922896
217894745,482157367
461406015,137130404
368048973,402796596
318908470,395155910
327257383,411369554
340853530,481907296
262687131,371927197
2539848,474304379
8117090,474304379
71019686,474304379
307498628,474304379
343213015,474304379
358628698,474304379
387251650,474304379
400420893,474304379
406788515,474304379
409186210,474304379
413786683,474304379
440966900,474304379
487350434,474304379
124532465,187743359
273401983,187743359
281089205,187743359
309121568,187743359
368848477,187743359
372617755,187743359
431586837,187743359
477649479,222505696
492313644,222505696
398808696,482401949
401790080,241079980
111541126,338465481
367310486,338465481
409594619,338465481
484978899,338465481
495803453,338465481
135472976,213790465
478406873,213790465
500578169,213790465
120882484,349244118
71002206,455563171
328726649,474215298
68623205,84364686
237886728,84364686
385327789,84364686
450729644,84364686
477412873,84364686
492313644,84364686
739650,352736918
215018952,475343494
93563951,474586770
316988496,397115366
285878779,55276479
346632872,424145452
144613665,142033570
325524539,429947337
326561997,429947337
439904716,429947337
434992046,22229414
334959893,179812781
378317476,179812781
125293133,66697373
66697373,125293133
102020618,188054401
386188180,188054401
73497598,255161933
233373880,81709932
243643490,367472860
416988871,482066373
214868192,73505663
111468212,268267741
28646583,139357763
143260517,139357763
153160377,139357763
14053201,113649412
312335069,393174477
94611833,437923529
107809038,437923529
53915490,312335069
393174477,312335069
174366020,298351532
386438941,298351532
485863721,298351532
369960050,19430524
478058418,46790211
450573994,481876524
85284453,333968981
382127925,311984198
200975832,248051721
440793436,214378147
138080994,318486402
360800495,463144034
484768664,294760503
147350977,162859568
305846754,63236776
406934220,115829244
410609013,115829244
440105816,476320666
21500166,363644154
27728971,363644154
156368238,363644154
165794867,363644154
207229669,363644154
398808696,363644154
406724964,363644154
416999691,363644154
446864942,363644154
472469047,363644154
478058418,363644154
489469601,363644154
244747018,468703751
69266811,27248354
378154288,435775241
150262189,476149065
367437822,476149065
450729644,476149065
499445780,476149065
287677,441680931
2932364,441680931
4385354,441680931
16621104,441680931
25175859,441680931
49679230,441680931
89159570,441680931
94322025,441680931
171733344,441680931
291138816,441680931
307993761,441680931
372878717,441680931
388699836,441680931
397687158,441680931
217665483,410835901
369260307,410835901
15146107,296244121
200613230,296244121
315912979,296244121
342522002,296244121
360450459,296244121
430601827,296244121
455034358,296244121
372892176,440164390
28517826,154168471
248781241,15979572
271097437,15979572
375120570,466208164
463709522,466208164
440105816,481564490
486650635,481564490
329719838,479844749
456975356,479844749
257753698,404666514
367472860,243643490
490510367,442147960
70202160,471120249
214404765,219084477
222912204,219084477
16759573,330845729
136232931,330845729
221836445,271753958
2932364,111468212
221836445,111468212
268267741,111468212
273515333,111468212
323662953,111468212
346378194,111468212
391035891,111468212
411700991,111468212
19430524,369960050
434027942,201060219
484421858,201060219
64076591,101538890
134620862,101538890
157382419,101538890
495803453,101538890
112909442,57717024
395192030,57717024
490212239,57717024
382387397,432179334
472738568,432179334
131793718,258164265
140725705,258164265
275394745,258164265
300179552,258164265
13350692,480918366
387415159,188817247
295433927,480571669
436525200,480571669
439904716,334540327
426095495,20230455
154607141,360150018
212674096,360150018
410831707,364192181
380379603,461290712
153770471,77422638
343155719,477586578
175958561,77168470
157004102,143383948
483779484,143383948
12148421,111541126
338465481,111541126
470529262,111541126
263899570,475369302
285159297,475369302
329575797,475369302
445973871,475369302
30124103,207229669
34702164,207229669
156368238,207229669
169614859,207229669
194809766,207229669
204012605,207229669
347640593,207229669
353415150,207229669
363644154,207229669
366856415,207229669
398808696,207229669
412428029,207229669
420148081,207229669
466337158,207229669
478058418,207229669
489469601,207229669
2539848,473997491
174014866,473997491
314448462,473997491
447571916,473997491
476466636,473997491
485186683,473997491
301870802,480901947
388721672,480901947
482864104,145612803
139904583,234524823
319055010,234524823
316988496,221169089
377081918,221169089
466942545,221169089
382735953,361903641
175280210,455947100
39536360,451424683
79747497,451424683
478075790,162204084
147594659,477099122
441499089,477099122
110880805,478579939
156147474,478579939
342214163,478579939
397687158,478579939
450238204,478579939
454214609,478579939
463513266,478579939
475740704,478579939
481820093,478579939
485186683,478579939
541580,479082997
3673014,479082997
6342364,479082997
97691980,479082997
300608061,479082997
420299998,479082997
318828364,134168220
59400589,480790413
113630491,480790413
380379603,480790413
484999537,480790413
154279743,480598768
428381704,269759891
422076701,407843183
328768210,438038389
475920645,438038389
142451101,139328104
195877200,139328104
407843183,422076701
91818720,353998436
242767471,65401596
258489590,473562448
478579939,156147474
108598788,289172187
175973059,97926702
246054751,97926702
331073030,332891414
400522929,332891414
495431548,332891414
16822252,386309590
296319891,386309590
326271541,386309590
41842847,219385020
429782562,84040110
135736953,281361550
137501423,281361550
139830008,281361550
157847203,281361550
205652826,281361550
218095173,281361550
233899770,281361550
249962265,281361550
260239873,281361550
269604231,281361550
296295050,281361550
302360460,281361550
312555181,281361550
318755496,281361550
347893109,281361550
358294272,281361550
398754459,281361550
432368233,281361550
460467404,281361550
494632332,281361550
268803459,165091686
351577919,165091686
39899877,248635204
101124225,248635204
156818813,248635204
468928587,248635204
85345076,23789916
298093135,23789916
345924484,480573017
477425736,446398938
479430968,446398938
22494572,2345944
214123113,311624244
15979572,248781241
344056443,480448281
480448281,344056443
179016297,376330687
232689306,376330687
284783879,418362707
489518162,418362707
408463551,303465324
440981434,303465324
186794865,133430229
155604898,379560197
154279743,189059509
184592280,189059509
480229861,477648793
5744475,140032493
17030229,140032493
317250814,140032493
329719838,140032493
40769879,19757987
55701191,19757987
58279976,479965765
125777717,479965765
271495518,479965765
134106557,398797385
155604898,398797385
324863253,398797385
339876538,398797385
406332569,398797385
483258497,398797385
146358520,431509082
342741668,431509082
423717660,431509082
415342391,196814985
322622105,473656705
199782389,359094387
292325121,480147858
244058,470141264
262556,470141264
263929,470141264
276299,470141264
591690,470141264
601282,470141264
7384571,470141264
13176725,470141264
25175859,470141264
103129789,470141264
151230734,470141264
157408386,470141264
179613822,470141264
343314865,470141264
360641497,470141264
422296526,470141264
449815209,470141264
450633087,470141264
462319602,470141264
193130702,473446824
405999080,473446824
440019895,480077811
263911976,423672399
424605968,473689223
488012903,473689223
147854416,390815474
262503497,390815474
337700852,390815474
260239873,332573646
358294272,332573646
385792952,332573646
424605968,332573646
109180182,479430968
299942222,479430968
446398938,479430968
477425736,479430968
483089485,230845391
132200831,6949887
11022640,151477895
282701536,151477895
171459876,427372849
160317222,117668611
252892063,117668611
339250768,470113372
320662631,431708913
432049665,431708913
96641203,432049665
431708913,432049665
283705377,185061448
363599190,340597341
269354330,428607272
19757987,55701191
40769879,55701191
292490598,55701191
1409709,403825297
485569394,403825297
3283474,1409709
222932202,1409709
365717489,1409709
403825297,1409709
346632872,368724560
207107433,463541876
312986286,463541876
333628994,463541876
368941784,463541876
410209797,463541876
435459188,463541876
442358424,463541876
452455703,463541876
469376409,463541876
470757100,463541876
477412873,463541876
312252490,317261449
337218407,317261449
353778750,317261449
298093135,56377
388699836,56377
397687158,56377
187333850,418819884
193588878,418819884
316988496,418819884
403882405,418819884
466942545,418819884
183716233,340638510
389972100,340638510
81676403,152335461
204250789,152335461
409594619,460835919
455915217,460835919
22156843,43123907
196238133,383556211
222107523,372662930
276718778,141645133
20297404,234366836
461874983,234366836
473416975,234366836
2072345,478058418
3880188,478058418
30124103,478058418
34702164,478058418
46790211,478058418
79841429,478058418
157004102,478058418
189619166,478058418
207229669,478058418
330262060,478058418
363644154,478058418
385918876,478058418
398808696,478058418
412428029,478058418
416999691,478058418
454214609,478058418
472469047,478058418
475470812,478058418
494439289,478058418
501940178,478058418
508231939,478058418
121994967,259284019
148866359,342214163
241997177,342214163
325398565,342214163
478579939,342214163
330956340,473866603
353081983,473866603
159854948,152027674
162997736,152027674
312142017,465003162
318194874,465003162
472063097,465003162
395746,277755379
7283332,337239983
331214554,337239983
336705389,337239983
337403402,337239983
205334156,460454042
376863099,460454042
114152206,232275943
366660805,232275943
2248110,202912712
372873621,218333866
229815247,465491313
89604480,446620701
184815010,446620701
275176581,446620701
26048035,438808606
411378009,438808606
462475029,438808606
160118642,414542943
429456478,450633087
446864942,450633087
470141264,450633087
403576766,400194497
471338573,400194497
276905454,51566159
81709932,233373880
445320867,233373880
113630491,458381914
182547563,458381914
356870671,458381914
369418788,458381914
409762417,458381914
415421410,458381914
385488370,196496324
322622105,163659889
288431190,454754600
376340514,378412763
42174691,363675579
43147008,363675579
437747255,478331065
316988496,443707275
435679062,443707275
218333866,372873621
361412120,345138575
298093135,333873272
322622105,143849903
478301287,478457211
7433011,395746
189806740,395746
216939497,395746
269423810,395746
277755379,395746
314431275,395746
322671718,395746
383437869,395746
448462874,395746
449815209,395746
601282,337315584
298172191,337315584
240228941,251289191
342286364,366795675
392681592,471338573
400194497,471338573
119411320,270348391
506548028,270348391
21510143,438843744
333665477,326271541
386309590,326271541
195138489,409744416
61829372,125580302
75916817,125580302
103604870,423322092
42476789,468877828
85284453,468877828
221836445,468877828
466674912,468877828
352385925,147513464
502815394,147513464
472353474,223613518
213752,477287421
478457211,478301287
473997491,476466636
475970130,476466636
362699825,425968207
440771887,420034448
302443097,322172373
411107733,322172373
20297404,13764008
341318749,13764008
416999691,13764008
451368130,13764008
466690002,13764008
490754467,13764008
219385020,41842847
287685934,352850317
427740809,352850317
273494500,310150164
137130404,461406015
382749493,461406015
445973871,285159297
475369302,285159297
482990801,152422435
329474375,473988971
13740248,77243003
361032038,347705172
150697394,256646275
160754892,256646275
296213443,256646275
371592467,256646275
447157358,256646275
30229742,438118507
437659449,438118507
6898483,424835568
346702727,413959045
408820581,413959045
98205366,443234880
475375067,443234880
497631388,443234880
294084542,33776639
10014471,349509340
222357005,349509340
285033123,349509340
307498628,349509340
308459585,349509340
316858484,349509340
370928414,349509340
439904716,349509340
440966900,349509340
294084542,312417151
172370557,63108726
177944257,63108726
143849903,322622105
163659889,322622105
350124971,322622105
444367205,322622105
473656705,322622105
15381253,467696375
66956548,441968732
302205863,49301393
268793612,333410338
294084542,333410338
405037193,333410338
441196358,333410338
413959045,408820581
487214849,408820581
491769956,408820581
200943354,477729494
432527093,406452976
476497760,406452976
141465460,129508993
167446153,129508993
218982992,129508993
245857933,129508993
220806129,204972340
275574627,204972340
322796159,204972340
386032142,204972340
429386688,204972340
17767649,106371360
69093814,106371360
166114892,106371360
445226472,454051185
234525669,277636289
187701085,477630610
425968207,362699825
84364686,477412873
463541876,477412873
3056105,377049890
6157598,377049890
208574634,476246683
302242994,376830759
460311673,376830759
341019983,467308851
102020618,418122707
40368924,162241305
176584569,162241305
355700709,162241305
474073992,27860726
153129509,249042417
394503586,249042417
459979168,249042417
202110719,353067235
349852055,356664654
346373084,471962764
352850317,427740809
439057102,362933848
226869093,154181123
227966493,154181123
378317275,154181123
62805815,309899216
97171615,309899216
308914136,309899216
361380782,309899216
362480209,309899216
319574342,134924293
259145182,451484709
352385925,306756196
409287162,306756196
57522730,430808820
122147023,430808820
395762804,430808820
51427380,441506511
818866,163012108
298093135,163012108
206977972,383671647
297416349,383671647
379730241,383671647
427432739,346039329
304522911,245459098
267856753,411691572
192775175,141990542
458204384,141990542
340853530,477240766
118618756,41179590
269993276,41179590
228493151,430334754
294509690,452455703
447571916,452455703
463541876,452455703
475466459,452455703
489598541,452455703
147513464,352385925
306756196,352385925
140872511,318910471
259899780,423709944
428135147,423709944
453477792,423709944
453627621,423709944
453729406,423709944
453812602,423709944
454219116,423709944
454396208,423709944
456743655,423709944
462023423,423709944
462027475,423709944
463031564,423709944
463034113,423709944
467552390,423709944
369360071,457767728
259899780,428135147
423709944,428135147
453477792,428135147
453627621,428135147
453729406,428135147
453812602,428135147
454219116,428135147
454396208,428135147
456743655,428135147
462023423,428135147
462027475,428135147
463031564,428135147
463034113,428135147
467552390,428135147
463144465,462505813
292266145,399023846
168538200,138374292
356307497,138374292
312082974,89064675
423709944,467552390
428135147,467552390
453477792,467552390
453627621,467552390
454219116,467552390
454396208,467552390
456743655,467552390
462023423,467552390
462027475,467552390
463031564,467552390
463034113,467552390
423709944,454396208
428135147,454396208
453477792,454396208
453627621,454396208
453729406,454396208
453812602,454396208
454219116,454396208
456743655,454396208
462023423,454396208
462027475,454396208
463034113,454396208
467552390,454396208
423709944,463034113
428135147,463034113
453477792,463034113
453627621,463034113
453729406,463034113
453812602,463034113
454219116,463034113
454396208,463034113
456743655,463034113
463031564,463034113
467552390,463034113
423709944,453477792
428135147,453477792
429721691,453477792
453627621,453477792
453729406,453477792
453812602,453477792
454219116,453477792
454396208,453477792
456743655,453477792
462023423,453477792
462027475,453477792
463031564,453477792
463034113,453477792
467552390,453477792
423709944,453729406
428135147,453729406
453477792,453729406
453627621,453729406
453812602,453729406
454219116,453729406
454396208,453729406
456743655,453729406
462023423,453729406
463034113,453729406
423709944,453627621
428135147,453627621
453477792,453627621
453729406,453627621
453812602,453627621
454219116,453627621
454396208,453627621
456743655,453627621
462023423,453627621
462027475,453627621
463031564,453627621
463034113,453627621
467552390,453627621
423709944,453812602
428135147,453812602
453477792,453812602
453627621,453812602
453729406,453812602
454219116,453812602
454396208,453812602
456743655,453812602
462023423,453812602
462027475,453812602
463034113,453812602
23395745,328815023
423709944,454219116
428135147,454219116
453477792,454219116
453627621,454219116
453729406,454219116
453812602,454219116
454396208,454219116
456743655,454219116
462023423,454219116
462027475,454219116
463034113,454219116
467552390,454219116
457922699,458414315
458412013,458414315
458736192,458414315
423709944,462023423
428135147,462023423
453477792,462023423
453627621,462023423
453729406,462023423
453812602,462023423
454219116,462023423
454396208,462023423
456743655,462023423
462027475,462023423
463031564,462023423
467552390,462023423
13176725,224761089
192872428,224761089
198963071,224761089
236643241,224761089
291138816,224761089
318624209,224761089
333444948,224761089
476693750,224761089
388633707,21455573
484824892,21455573
484884195,21455573
139676902,219530948
364847253,434875772
443559771,434875772
347311095,445283271
96702026,447571916
207021253,447571916
452455703,447571916
473997491,447571916
389158861,334640275
327002387,434323645
210622312,372458872
374051443,372458872
6490677,13350692
480918366,13350692
151347229,146650879
389634856,146650879
275504435,164047500
500497275,164047500
439057102,453537125
387228206,400028247
421858920,397814080
275504435,474294678
28176085,18097594
272669162,18097594
292343627,18097594
292636676,18097594
301652798,18097594
346789620,18097594
411867415,18097594
428747933,18097594
443075839,18097594
458161049,18097594
210357915,246701126
485262798,246701126
423709944,463031564
428135147,463031564
453477792,463031564
453627621,463031564
456743655,463031564
462023423,463031564
462027475,463031564
463034113,463031564
467552390,463031564
457922699,458412013
458414315,458412013
458736192,458412013
423709944,462027475
428135147,462027475
453477792,462027475
453627621,462027475
453812602,462027475
454219116,462027475
454396208,462027475
456743655,462027475
462023423,462027475
463031564,462027475
467552390,462027475
457922699,458736192
458412013,458736192
458414315,458736192
432527093,474736502
295381215,457922699
295393274,457922699
296846971,457922699
296849984,457922699
303262142,457922699
458412013,457922699
458414315,457922699
458736192,457922699
501025977,457922699
57522730,395762804
122147023,395762804
148257062,395762804
219754277,395762804
222956885,395762804
266190077,395762804
282460724,395762804
290262245,395762804
338332772,395762804
430808820,395762804
489763404,395762804
224761089,476693750
184415993,471998049
139745776,232666558
352000559,232666558
176544249,31503651
285159297,445973871
350124971,445973871
475369302,445973871
17767649,166114892
69093814,166114892
106371360,166114892
423709944,456743655
428135147,456743655
453477792,456743655
453627621,456743655
453729406,456743655
453812602,456743655
454219116,456743655
454396208,456743655
462023423,456743655
462027475,456743655
463031564,456743655
463034113,456743655
467552390,456743655
26542467,462537518
154564432,462537518
397867773,462537518
233082490,252474467
387897503,205754394
396357836,205754394
313226134,441378724
302285372,159985213
242011984,317409837
466831987,317409837
496068747,317409837
148866359,155604898
209028513,155604898
379560197,155604898
398797385,155604898
414000515,155604898
440771887,155604898
461763478,155604898
508069182,155604898
116573388,415709459
222514701,415709459
268168878,374268737
405702586,374268737
102821261,75002247
88708473,336628047
231462608,336628047
45987874,22726183
174976987,132137557
190593610,425913249
79296239,182068609
331368169,182068609
422544716,182068609
304536906,33832366
370857679,33832366
305212730,142264848
448150282,476223073
12336585,128004935
302106811,454699817
387664521,454699817
241116394,321218039
397937857,459893211
110880805,466099294
73795947,271880037
248355701,375243941
59698509,321718846
227545134,321718846
312912778,321718846
394808031,284734437
411107733,284734437
165562324,438617638
431284607,438617638
13350692,6490677
112646749,6490677
318624209,6490677
366795675,342286364
36939140,108265172
125928580,108265172
205652826,108265172
379693741,108265172
1765196,296585647
15637503,296585647
374051443,296585647
255149550,350124971
322622105,350124971
440141372,350124971
445973871,350124971
312880483,383666203
476466636,475970130
260479250,375956348
325524539,375956348
326561997,375956348
336705389,375956348
447522164,375956348
144547072,473377312
292266145,451115761
500964852,451115761
22691027,7648542
259109527,7648542
267856753,7648542
289528010,7648542
307145743,7648542
258803988,443962234
400119208,443962234
367995577,68994579
263929,309214786
233900577,242352791
235140661,448541869
405702586,448541869
132124247,212125165
212768416,475003970
38356991,473884219
294084542,475466459
418566276,475466459
452455703,475466459
216941754,472222882
132292682,7236200
29394765,302181065
478579939,475740704
107625627,155300766
18684726,220017933
141340077,220017933
451984047,254022218
253650120,194798323
41626200,295433927
480571669,295433927
161248121,59842235
188860233,424573551
481274923,424573551
21620183,439057102
189378475,439057102
228337194,439057102
362933848,439057102
453537125,439057102
466027285,439057102
386885506,322125254
152560624,131959569
271138768,189284412
369972769,189284412
328854222,475484505
343824254,195965088
5535749,15824888
368260548,15824888
399091706,15824888
39738709,462503452
233921273,462503452
271235669,462503452
413475051,462503452
453061785,462503452
211070911,67228710
25282797,202217578
102960159,202217578
186484002,202217578
256687915,202217578
258879696,202217578
370370313,202217578
430933305,202217578
125143995,458105720
452442733,458105720
395762804,57522730
430808820,57522730
194809766,465172688
314568813,465172688
333444948,465172688
443234880,475375067
497631388,475375067
304961856,332278895
352357446,64360218
170069840,396741937
304172660,396741937
377498566,396741937
417444244,396741937
474892103,396741937
132353959,465264915
155531828,465264915
189061281,465264915
257286416,465264915
342441985,465264915
365848356,465264915
397977223,465264915
440970544,465264915
444057948,455915217
460835919,455915217
277646159,382998806
335310229,62486918
56702028,291288876
277630011,291288876
422895459,291288876
276299,469359436
38014695,469359436
132309777,469359436
377313579,328532484
256692122,255836844
240189409,393231533
53765784,360670009
168640125,360670009
199893010,360670009
275764988,360670009
400681820,360670009
408121318,360670009
441937060,466990029
189667457,314568813
251586892,314568813
318755496,314568813
342493462,314568813
420700694,314568813
465172688,314568813
163815200,49802291
187917002,49802291
486825792,474994652
355438235,341849582
446715060,463920943
285222362,472239670
273900736,425981971
51566159,276905454
293330300,276905454
365147619,466561063
452442733,466561063
462402342,472864722
204286706,474892103
285878779,474892103
380605047,474892103
396741937,474892103
11941067,65648923
30124103,65648923
129056884,204009089
294084542,204009089
226635058,111315619
26833563,391642476
66502260,391642476
121430851,391642476
140989667,391642476
187082071,391642476
205363088,391642476
345451986,391642476
382222373,391642476
11030257,158259781
303465324,408463551
452442733,351701545
27860726,474073992
392697866,360344897
398865712,360344897
139196365,51748285
12977948,1707196
343038411,453668214
406258543,458389029
471402265,474719146
445187744,325195349
359247072,65299934
163956800,133699715
15381253,21156418
442039905,21156418
62722514,61319189
305149094,61319189
165675827,460608097
224207888,460608097
238015761,460608097
286015637,460608097
233113207,155434722
436733244,155434722
4786927,367153836
380362022,367153836
150386929,170312711
106588195,458561787
397987201,458561787
173548600,141660620
236497710,141660620
245514981,270663391
8375249,441397670
223613518,472353474
452442733,472353474
138743102,238923587
61319189,62722514
426430469,301470189
251396714,442531431
151251137,16644498
125631871,425820822
453061785,473296572
391116721,161788957
255161933,73497598
183517707,400256956
195817799,400256956
107809038,94611833
140665376,94611833
437923529,94611833
478058418,385918876
380288881,97412398
385327789,442646708
184815010,89604480
446620701,89604480
13176725,349214058
22264769,349214058
70159907,349214058
206170580,349214058
225111771,349214058
262687131,349214058
336672550,349214058
356415207,349214058
390029481,349214058
402150286,349214058
96232024,288988443
219527643,461505446
71406759,39516384
94940348,68395729
137084162,68395729
330416923,409847467
367696589,409847467
142302771,273696011
350628559,273696011
310149213,233511982
395783398,233511982
8294478,474098461
204012605,474098461
320493756,474098461
163358672,425465139
461763478,18558657
468560192,18558657
151715225,411442743
271260938,411442743
601282,444787654
838886,444787654
3404347,444787654
7737381,444787654
8122809,444787654
13079736,444787654
287403501,444787654
302194675,444787654
317113126,444787654
330453563,444787654
466108405,280905396
472249864,450526013
220327017,474018265
471030743,474018265
288988443,96232024
396722821,387228206
400028247,387228206
260752692,273180474
160828142,160926482
24418365,299621380
38014695,299621380
11941067,30124103
65648923,30124103
207229669,30124103
240701022,30124103
437918128,30124103
466337158,30124103
478058418,30124103
7236200,132292682
100966644,132292682
157348896,132292682
160060707,132292682
211978892,132292682
244879023,132292682
261600733,132292682
296729397,132292682
301953627,132292682
342787246,132292682
343533215,132292682
